t_index	term	df
1743	aynaoui	1
1744	ayr	1
1745	ayyam	1
1746	az	1
1747	aziz	1
1748	azul	1
1749	azulay	2
1750	b	11
1751	b292	2
1752	b52	1
1753	b92	2
1754	ba	2
1755	babenko	2
1756	babi	14
1757	babkin	6
1758	baboa	1
1759	backa	1
1760	backandforth	1
1761	backbo	1
1762	backcourt	1
1763	backdrop	4
1764	backer	14
1765	backfir	5
1766	background	4
1767	backhand	14
1768	backho	1
1769	backlash	3
1770	backstop	2
1771	backtoback	5
1772	backup	2
1773	backward	3
1774	backyard	1
1775	bacon	18
1776	bad	39
1777	badg	3
1778	badli	39
1779	badrasen	5
1780	baffl	2
1781	bag	14
1782	bagad	1
1783	baggag	1
1784	baghbel	1
1785	baghdad	2
1786	bahgbo	5
1787	bahrain	34
1788	bahrainbas	3
1789	bai	1
1790	baijubahi	2
1791	bail	4
1792	bailey	6
1793	baird	1
1794	bairnt	1
1795	bakarec	3
1796	bake	2
1797	baken	1
1798	baker	5
1799	bakhshish	1
1800	bakri	5
1801	balanc	20
1802	balawat	1
1803	balcacer	2
1804	balconi	11
1805	bald	1
1806	balintkurti	1
1807	balk	4
1808	balkan	25
1809	ball	29
1810	ballard	1
1811	ballast	2
1812	ballena	1
1813	ballist	1
1814	ballo	1
1815	balloon	3
1816	ballot	72
1817	ballroom	2
1818	ballstrik	1
1819	balonia	1
1820	balsamo	1
1821	baltimor	3
1822	baltin	1
1823	bamba	3
1824	bambi	1
1825	bamboo	2
1826	bamboosupport	2
1827	bament	1
1828	ban	24
1829	band	11
1830	bandag	8
1831	bandanna	3
1832	bandit	1
1833	bang	7
1834	bangalor	1
1835	bangaru	3
1836	bangladesh	5
1837	bank	67
1838	banker	10
1839	bankfraud	1
1840	bankrupt	5
1841	bankruptci	4
1842	banner	9
1843	banquet	1
1844	baptist	5
1845	bar	54
1846	barak	9
1847	barb	4
1848	barbar	2
1849	barbara	24
1850	barber	1
1851	barbershop	1
1852	barcelona	1
1853	bare	46
1854	barefacedli	1
1855	barent	36
1856	barg	3
1857	bargain	9
1858	bari	1
1859	bark	1
1860	barkina	2
1861	barkolla	1
1862	barkova	3
1863	barna	4
1864	barney	1
1865	barnstorm	1
1866	barot	1
1867	barov	1
1868	barr	1
1869	barrack	35
1870	barrag	2
1871	barrel	2
1872	barrera	2
1873	barri	1
1874	barricad	18
1875	barrier	12
1876	bartlett	1
1877	barua	5
1878	base	166
1879	basebal	4
1880	baseballstyl	1
1881	baseerod	1
1882	baselin	16
1883	baselinebound	1
1884	basement	1
1885	basher	1
1886	bashraheel	1
1887	bashrahel	1
1888	basi	15
1889	basic	43
1890	basilica	1
1891	bask	2
1892	basket	3
1893	basketbal	1
1894	basset	1
1895	bassiouni	1
1896	bastion	6
1897	batch	1
1898	bath	4
1899	bathroom	3
1900	bathtub	1
1901	batic	2
1902	baton	4
1903	battalion	3
1904	batten	1
1905	batter	8
1906	batteri	1
1907	batteryoper	1
1908	battl	76
1909	battlefield	4
1910	battleground	8
1911	battleharden	2
1912	bauman	6
1913	bautista	1
1914	bavaria	1
1915	bay	7
1916	bazaar	1
1917	bbc	29
1918	beach	17
1919	beachfront	1
1920	bead	1
1921	beal	1
1922	beam	13
1923	bean	3
1924	bear	23
1925	beard	18
1926	bearer	2
1927	beat	79
1928	beaten	31
1929	beater	3
1930	beaumontbas	1
1931	beauti	6
1932	beaver	1
1933	becam	104
1934	becaus	354
1935	becausec	1
1936	beci	2
1937	becker	1
1938	becom	115
1939	bed	33
1940	bedanova	2
1941	bedi	12
1942	bedouin	1
1943	bedroom	6
1944	bedsheet	1
1945	beef	6
1946	beer	2
1947	befit	1
1948	befor	390
1949	befriend	1
1950	befuddl	1
1951	beg	4
1952	began	156
1953	beggar	1
1954	begin	151
1955	begun	31
1956	behalf	8
1957	behan	1
1958	behari	3
1959	behav	9
1960	behavior	10
1961	behindthescen	2
1962	beholden	3
1963	beij	3
1964	beirut	9
1965	bekki	3
1966	belaru	1
1967	belch	1
1968	beleagu	3
1969	belgian	5
1970	belgium	6
1971	belgrad	100
1972	beli	1
1973	belida	3
1974	belief	17
1975	believ	292
1976	belittl	1
1977	bell	4
1978	belliger	1
1979	belong	31
1980	belov	5
1981	belt	8
1982	bema	2
1983	bemoan	1
1984	ben	5
1985	bench	4
1986	benchmark	1
1987	bend	2
1988	beneath	31
1989	benefactor	2
1990	benefici	1
1991	beneficiari	1
1992	benefit	17
1993	benevol	7
1994	benign	1
1995	benin	8
1996	benito	1
1997	benjamin	2
1998	bennett	1
1999	benni	1
2000	bent	13
2001	benton	1
2002	bequeath	1
2003	berat	1
2004	bere	1
2005	beresich	1
2006	beretta	1
2007	bergen	1
2008	berger	25
2009	berlin	8
2010	bernstein	2
2011	bershard	1
2012	bershevski	1
2013	berth	2
2014	beschloss	1
2015	beset	2
2016	besid	27
2017	besieg	4
2018	bespectacl	2
2019	best	94
2020	bestequip	1
2021	bestkept	1
2022	bestknown	6
2023	bet	4
2024	beta	7
2025	betajon	1
2026	beth	1
2027	betray	4
2028	betrisia	1
2029	better	119
2030	bettertrain	1
2031	bevan	1
2032	beveneari	1
2033	bewild	1
2034	bhaba	2
2035	bhachau	4
2036	bhagat	1
2037	bhakta	1
2038	bharatiya	3
2039	bharpi	3
2040	bhaskar	5
2041	bhat	1
2042	bhatt	1
2043	bhavesh	1
2044	bhowmik	1
2045	bhug	1
2046	bhuj	33
2047	bia	1
2048	biafran	2
2049	biarritz	3
2050	bias	8
2051	bibl	4
2052	bibleread	1
2053	biblic	1
2054	bicker	3
2055	bicycl	5
2056	bid	50
2057	bidanora	1
2058	big	76
2059	bigciti	1
2060	bigger	8
2061	biggest	39
2062	bigot	1
2063	bigticket	1
2064	bihari	10
2065	bilater	8
2066	bilingu	1
2067	billboard	2
2068	billet	1
2069	billi	4
2070	billion	54
2071	billionair	9
2072	billiondollar	5
2073	billow	13
2074	biltera	1
2075	bimal	2
2076	bin	87
2077	bind	5
2078	bindra	3
2079	bingaman	2
2080	bingo	1
2081	binladen	1
2082	binocular	5
2083	biogeneticist	1
2084	biograph	3
2085	biographi	4
2086	biolog	4
2087	bion	1
2088	bipartisan	2
2089	bipartisanship	1
2090	bird	3
2091	birger	1
2092	birth	9
2093	birthday	6
2094	birthmark	1
2095	birthplac	1
2096	biscuit	3
2097	bishop	2
2098	bit	46
2099	bite	2
2100	bitka	1
2101	bitten	1
2102	bitter	19
2103	bitterli	10
2104	bittersweet	2
2105	bizarr	10
2106	bjorn	1
2107	black	56
2108	blackclad	1
2109	blacken	4
2110	blackmail	4
2111	blackout	4
2112	blackrob	3
2113	blackti	2
2114	blade	1
2115	blair	15
2116	blakemor	1
2117	blame	56
2118	blanchard	1
2119	blanco	7
2120	bland	1
2121	blanda	1
2122	blank	2
2123	blanket	35
2124	blankli	2
2125	blare	1
2126	blast	109
2127	blatant	2
2128	blaze	6
2129	bleach	1
2130	bleachblond	1
2131	bleacher	1
2132	bleak	1
2133	bled	1
2134	bleed	2
2135	blemish	1
2136	blend	4
2137	bless	9
2138	blew	41
2139	blewup	1
2140	blind	8
2141	blindli	5
2142	blink	3
2143	blister	2
2144	blitz	1
2145	blitzer	1
2146	blizzard	5
2147	bloat	4
2148	bloc	7
2149	block	83
2150	blockad	15
2151	blocker	1
2152	blocki	1
2153	blokosso	1
2154	blond	4
2155	blondhair	1
2156	blood	31
2157	bloodbath	2
2158	bloodchil	2
2159	bloodi	8
2160	bloodiest	1
2161	bloodless	2
2162	bloodsh	9
2163	bloodspatt	1
2164	bloodsplatt	1
2165	bloodstain	1
2166	bloomberg	1
2167	bloomer	1
2168	blous	1
2169	blow	25
2170	blown	11
2171	blowtorch	1
2172	blue	43
2173	blueprint	11
2174	bluewat	1
2175	bluf	5
2176	blunk	1
2177	blunt	2
2178	bluntli	2
2179	blur	2
2180	blurb	1
2181	blusteri	1
2182	blvd	1
2183	bnai	1
2184	board	61
2185	boarder	5
2186	boardwalk	1
2187	boast	3
2188	boat	117
2189	boater	1
2190	boatmen	1
2191	bob	24
2192	bobbi	6
2193	bobic	1
2194	bodi	188
2195	bodien	1
2196	bodin	9
2197	bodon	1
2198	bodyguard	10
2199	bodyhunt	3
2200	boe	2
2201	bog	2
2202	boga	1
2203	bogg	1
2204	bogu	4
2205	bohdan	2
2206	boil	1
2207	boister	1
2208	bojic	1
2209	bold	3
2210	boldli	1
2211	bolivia	1
2212	bolona	2
2213	bolster	12
2214	bolt	1
2215	bomb	255
2216	bombard	2
2217	bombay	5
2218	bombdamag	1
2219	bomber	57
2220	bombet	2
2221	bombey	1
2222	bombladen	2
2223	bombmak	15
2224	bombshel	1
2225	bond	17
2226	bone	52
2227	bonecardi	1
2228	boneweari	1
2229	bonfir	3
2230	bonilla	1
2231	bonni	1
2232	bono	1
2233	bonu	1
2234	boo	3
2235	boobytrap	3
2236	book	26
2237	bookend	1
2238	boom	7
2239	boost	14
2240	booster	1
2241	boot	4
2242	bootbrush	1
2243	booth	8
2244	bor	1
2245	border	53
2246	bore	3
2247	borg	1
2248	bori	7
2249	borisav	1
2250	borislav	3
2251	borisov	1
2252	borivoj	1
2253	bork	1
2254	borka	1
2255	born	38
2256	bornagain	1
2257	borneo	4
2258	borotra	1
2259	borrow	2
2260	borzon	1
2261	bosnia	13
2262	bosniaherzegovina	3
2263	bosnian	5
2264	boss	10
2265	boston	17
2266	bostoni	1
2267	botch	5
2268	bother	9
2269	bottl	5
2270	bouak	1
2271	boucher	8
2272	bouffard	1
2273	bought	10
2274	boulevard	1
2275	bounc	7
2276	bound	14
2277	boundari	2
2278	bounti	1
2279	bout	5
2280	bow	11
2281	bowel	2
2282	bowen	2
2283	bowl	1
2284	bowman	1
2285	bowmen	1
2286	bowrey	1
2287	box	17
2288	boxer	1
2289	boy	35
2290	boycot	26
2291	boycott	18
2292	boyd	1
2293	boyfriend	4
2294	bozov	3
2295	braca	2
2296	brace	4
2297	braci	1
2298	bracket	1
2299	brad	6
2300	bradi	1
2301	bradman	1
2302	bradshaw	1
2303	brag	4
2304	brain	2
2305	brainwash	3
2306	brake	1
2307	branch	9
2308	brand	6
2309	brandish	6
2310	brandon	1
2311	brash	2
2312	brass	4
2313	brave	6
2314	bravent	1
2315	braveri	2
2316	bravo	4
2317	brazen	1
2318	brazil	2
2319	brazilian	1
2320	breach	3
2321	bread	1
2322	breadbasket	2
2323	break	104
2324	breakaway	2
2325	breakdown	3
2326	breaker	1
2327	breakfast	6
2328	breakout	9
2329	breakpoint	1
2330	breakthrough	12
2331	breakup	4
2332	breast	4
2333	breath	6
2334	breaux	1
2335	breed	5
2336	breez	6
2337	breme	1
2338	bremer	1
2339	brenton	2
2340	brevant	1
2341	brew	3
2342	brewer	1
2343	brian	15
2344	bribe	39
2345	briberi	10
2346	brick	10
2347	brickwal	1
2348	bride	1
2349	bridg	19
2350	bridgett	1
2351	brie	6
2352	brief	63
2353	briefli	24
2354	brig	1
2355	brigad	3
2356	bright	10
2357	brighten	2
2358	brighter	1
2359	brightest	2
2360	brightey	1
2361	brightli	1
2362	brilliant	3
2363	brim	1
2364	bring	126
2365	brink	6
2366	brisk	1
2367	briskli	3
2368	bristl	3
2369	britain	37
2370	brith	1
2371	british	56
2372	briton	3
2373	broad	11
2374	broadbas	2
2375	broadbeam	1
2376	broadbrush	1
2377	broadcast	59
2378	broaden	2
2379	broader	9
2380	broadli	3
2381	broder	1
2382	brokaw	1
2383	broke	91
2384	broken	49
2385	broker	7
2386	brokerag	1
2387	bronco	1
2388	bronxvil	1
2389	bronz	2
2390	brood	1
2391	brook	3
2392	brooklyn	1
2393	brother	65
2394	brotherinlaw	6
2395	brought	116
2396	brow	2
2397	brown	15
2398	brownskin	1
2399	broz	1
2400	bruce	1
2401	bruis	7
2402	brunei	22
2403	brunswick	1
2404	brunt	4
2405	brush	5
2406	brussel	6
2407	brutal	16
2408	bryan	4
2409	bryann	1
2410	bryant	1
2411	bu	18
2412	bubbl	1
2413	bubblegum	1
2414	buccan	1
2415	buchanan	7
2416	buck	9
2417	bucket	4
2418	buckl	13
2419	bud	3
2420	budapest	1
2421	buddhist	1
2422	buddi	1
2423	budget	9
2424	budnev	1
2425	budor	1
2426	budsmen	1
2427	budva	1
2428	bueni	1
2429	buf	4
2430	buff	4
2431	buffalo	3
2432	buffer	1
2433	bug	5
2434	bugss	1
2435	build	169
2436	builder	6
2437	buildup	2
2438	built	27
2439	bulatov	7
2440	bulg	1
2441	bulgaria	3
2442	bulk	4
2443	bulkhead	4
2444	bulki	1
2445	bulldoz	25
2446	bullet	8
2447	bulletin	3
2448	bulletproof	5
2449	bulli	3
2450	bullzdoz	1
2451	bum	1
2452	bump	2
2453	bumper	4
2454	bumpi	1
2455	bunch	5
2456	bundl	1
2457	bungl	6
2458	bunk	4
2459	bunker	7
2460	bunkroom	1
2461	bunt	1
2462	buoy	7
2463	buraika	1
2464	burch	1
2465	burden	7
2466	bureau	33
2467	bureaucraci	4
2468	bureaucrat	7
2469	burglar	7
2470	burglari	8
2471	burgsmul	2
2472	buri	85
2473	burial	13
2474	burk	3
2475	burkeclass	2
2476	burkhard	1
2477	burkina	8
2478	burkinab	1
2479	burkl	5
2480	burli	4
2481	burn	46
2482	burnedout	3
2483	burner	2
2484	burnt	3
2485	burri	1
2486	burst	10
2487	burton	5
2488	buse	19
2489	bush	98
2490	bushcheney	2
2491	bushgor	1
2492	bushnel	1
2493	bushquail	1
2494	bushybeard	1
2495	busi	90
2496	busiest	1
2497	busili	1
2498	businessman	54
2499	businessmen	5
2500	buss	1
2501	bust	7
2502	bustamant	1
2503	bustl	4
2504	butcher	4
2505	butter	1
2506	button	3
2507	buttress	5
2508	buy	44
2509	buyer	2
2510	buzz	6
2511	bye	1
2512	bypass	5
2513	byrd	6
2514	c	13
2515	c117	1
2516	c130	3
2517	c141	4
2518	c4	5
2519	c9	5
2520	ca	1
2521	cab	2
2522	cabana	1
2523	cabin	2
2524	cabinet	31
2525	cabl	5
2526	cacak	8
2527	cach	2
2528	cadav	1
2529	cadet	1
2530	caeti	1
2531	cafe	4
2532	cafetalon	1
2533	cafeteria	1
2534	cage	5
2535	cagl	1
2536	cahokia	3
2537	cairo	5
2538	caisson	1
2539	cake	5
2540	cal	2
2541	calam	5
2542	calamit	1
2543	calatrava	2
2544	calcul	9
2545	calculu	1
2546	calcutta	3
2547	calderon	1
2548	calena	1
2549	caley	1
2550	calhoun	1
2551	calib	1
2552	calif	6
2553	california	32
2554	calina	1
2555	calix	1
2556	callahan	1
2557	callen	3
2558	caller	5
2559	callin	1
2560	calloff	1
2561	callou	1
2562	callous	1
2563	calm	38
2564	calmli	1
2565	calvario	6
2566	calvert	1
2567	cambodia	3
2568	camden	1
2569	came	236
2570	camel	3
2571	camera	25
2572	cameraman	3
2573	cameroon	2
2574	camouflag	7
2575	camp	49
2576	campaign	154
2577	campbel	1
2578	campfir	3
2579	campground	1
2580	campu	2
2581	canada	14
2582	canal	21
2583	canberra	1
2584	cancel	38
2585	cancer	45
2586	candid	134
2587	candidaci	14
2588	candiotti	2
2589	candl	3
2590	candlelight	4
2591	cando	2
2592	candor	2
2593	cane	2
2594	canist	2
2595	cannaday	3
2596	cannistraro	4
2597	cannon	3
2598	canon	1
2599	canopi	2
2600	canton	1
2601	cantwel	4
2602	canva	3
2603	canvass	3
2604	cap	19
2605	capabl	25
2606	capac	15
2607	cape	2
2608	capit	159
2609	capitalist	2
2610	capitol	28
2611	capitul	1
2612	capp	1
2613	capriati	33
2614	capsul	2
2615	capt	30
2616	captain	27
2617	captiv	6
2618	captor	4
2619	captur	58
2620	car	97
2621	caraca	2
2622	caravan	3
2623	carbomb	1
2624	carbon	2
2625	card	21
2626	cardboard	1
2627	cardiopulmonari	1
2628	care	84
2629	career	48
2630	careerend	1
2631	careerhigh	1
2632	carefullypreserv	1
2633	caretak	4
2634	carey	1
2635	cargo	12
2636	caribbean	2
2637	carin	1
2638	cario	1
2639	carjack	2
2640	carl	4
2641	carlo	29
2642	carlson	1
2643	carlton	1
2644	carman	1
2645	carmelo	2
2646	carmen	4
2647	carmodi	4
2648	carnahan	66
2649	carnahand	1
2650	carnivallik	1
2651	carol	6
2652	carolina	5
2653	carpent	7
2654	carper	8
2655	carpet	3
2656	carpetbagg	2
2657	carr	1
2658	carri	182
2659	carrier	20
2660	carrol	2
2661	carrot	1
2662	carsiz	1
2663	carson	5
2664	cart	1
2665	carter	10
2666	carthag	2
2667	carv	9
2668	carver	1
2669	case	168
2670	casebycas	1
2671	casetch	1
2672	cash	21
2673	cashier	1
2674	cashstrap	3
2675	casino	1
2676	casket	16
2677	cast	46
2678	castellano	2
2679	castiel	1
2680	castil	1
2681	castleburi	4
2682	castro	8
2683	casual	2
2684	casualti	22
2685	cat	2
2686	cataclysm	1
2687	catalyst	1
2688	catastroph	12
2689	catcal	1
2690	catch	15
2691	catchup	1
2692	cate	4
2693	categor	1
2694	categori	1
2695	caterpillar	2
2696	cathedr	1
2697	catherin	3
2698	cathi	1
2699	cathol	7
2700	cattl	2
2701	caucasian	2
2702	caught	46
2703	caus	132
2704	caution	18
2705	cautiou	19
2706	cautious	2
2707	cave	3
2708	cavern	1
2709	cavort	1
2710	cawl	3
2711	cayman	3
2712	cb	4
2713	cbsnew	1
2714	cbss	1
2715	cd	1
2716	ceas	7
2717	ceasefir	7
2718	ceaselessli	2
2719	ceausescu	1
2720	cecil	1
2721	cedar	2
2722	cede	3
2723	cedomir	1
2724	cedric	6
2725	ceil	2
2726	celebr	83
2727	celebrateor	1
2728	celera	1
2729	celest	1
2730	cell	23
2731	cellblock	1
2732	cellphon	2
2733	cellular	10
2734	cement	6
2735	cementreinforc	1
2736	cemeteri	8
2737	censor	2
2738	censorship	2
2739	cent	1
2740	center	140
2741	centercourt	4
2742	centerleft	1
2743	centerpiec	2
2744	centigrad	1
2745	centimet	1
2746	central	84
2747	centrist	6
2748	centuri	24
2749	ceo	1
2750	ceremoni	52
2751	cerf	9
2752	cerna	3
2753	certain	36
2754	certainli	56
2755	certainti	4
2756	certif	3
2757	certifi	3
2758	cesar	2
2759	cessat	1
2760	cessna	7
2761	cetera	1
2762	cetinj	1
2763	cha	1
2764	chad	1
2765	chadwick	2
2766	chafe	3
2767	chagrin	1
2768	chain	10
2769	chair	17
2770	chairman	55
2771	chairmen	3
2772	chalk	2
2773	challeng	84
2774	chamber	16
2775	chamberlain	2
2776	chameleon	1
2777	champ	9
2778	champion	55
2779	championship	7
2780	chanc	99
2781	chancellor	5
2782	chanda	3
2783	chandeli	2
2784	chandler	6
2785	chandrika	1
2786	chang	144
2787	changeov	9
2788	channel	18
2789	chant	31
2790	chao	35
2791	chaotic	7
2792	chap	2
2793	chapel	4
2794	chaplain	7
2795	chaplin	1
2796	chappaqua	11
2797	chapter	7
2798	char	3
2799	charact	13
2800	character	7
2801	characterist	5
2802	charad	1
2803	charg	192
2804	charisma	2
2805	charit	5
2806	chariti	5
2807	charl	24
2808	charleston	2
2809	charlestown	1
2810	charli	2
2811	charlott	2
2812	chart	2
2813	charter	7
2814	chase	22
2815	chasm	2
2816	chat	5
2817	chattanooga	1
2818	chatti	1
2819	chau	1
2820	chauffeur	1
2821	chavez	4
2822	cheap	1
2823	cheat	11
2824	chebeck	8
2825	chechnya	8
2826	check	40
2827	checker	1
2828	checkpoint	2
2829	checkup	3
2830	cheek	1
2831	cheer	34
2832	cheerlead	2
2833	chees	1
2834	chef	2
2835	chela	4
2836	chell	1
2837	chelsea	17
2838	chemic	7
2839	chemistri	3
2840	chemotherapi	1
2841	cheney	31
2842	cheri	12
2843	cherish	2
2844	chernomyrdin	2
2845	cheroke	3
2846	cheron	3
2847	cherri	2
2848	chesapeak	1
2849	chest	8
2850	chetna	1
2851	chetsov	1
2852	chew	1
2853	chi	25
2854	chic	1
2855	chicago	6
2856	chicken	2
2857	chide	1
2858	chief	195
2859	chiefli	3
2860	child	45
2861	childhood	4
2862	children	69
2863	chile	8
2864	chill	13
2865	chilli	5
2866	chillicoth	1
2867	china	31
2868	chinayugoslavia	2
2869	chines	10
2870	chineseamerican	2
2871	ching	1
2872	chink	1
2873	chino	1
2874	chip	8
2875	chirac	6
2876	chisel	1
2877	chizhov	1
2878	chizov	1
2879	chladkova	3
2880	chlorin	4
2881	chocol	1
2882	choi	1
2883	choic	41
2884	chok	1
2885	choke	7
2886	cholera	1
2887	chomp	1
2888	chon	1
2889	choos	18
2890	chopper	1
2891	chopstick	1
2892	choreograph	1
2893	chorichech	1
2894	choru	1
2895	chose	13
2896	chosen	14
2897	chouchescu	1
2898	chow	1
2899	chri	34
2900	chrisdorton	1
2901	christen	3
2902	christi	4
2903	christian	27
2904	christina	3
2905	christma	61
2906	christmasev	1
2907	christoph	17
2908	chronic	2
2909	chronicl	2
2910	chrysanthemum	1
2911	chu	1
2912	chubbi	2
2913	chuck	9
2914	chuckl	2
2915	chudakova	3
2916	chunk	4
2917	church	43
2918	churchvil	1
2919	cia	25
2920	cienfuego	1
2921	cigarett	2
2922	cinder	1
2923	cinderblock	3
2924	cinema	2
2925	circl	19
2926	circu	3
2927	circuit	8
2928	circul	8
2929	circumst	32
2930	circumstanti	2
2931	circumv	3
2932	cisnero	7
2933	ciss	1
2934	citadel	1
2935	citat	2
2936	cite	38
2937	citi	217
2938	citiestown	3
2939	citizen	73
2940	citizenri	2
2941	citizenship	10
2942	citywid	1
2943	civic	4
2944	civil	61
2945	civilian	52
2946	cj	1
2947	clad	1
2948	claiborn	1
2949	claim	129
2950	clair	6
2951	clamber	5
2952	clamor	3
2953	clandestin	1
2954	clap	1
2955	clarenc	1
2956	clarifi	3
2957	clariti	1
2958	clark	41
2959	clarkston	1
2960	clash	54
2961	clasp	1
2962	class	29
2963	classic	7
2964	classifi	36
2965	classmat	2
2966	classroom	2
2967	clavet	1
2968	claw	6
2969	clay	4
2970	claycourt	1
2971	clean	23
2972	cleanair	1
2973	cleanli	1
2974	cleans	6
2975	clear	187
2976	clearanc	5
2977	clearer	4
2978	clearest	1
2979	clearli	56
2980	cleavag	1
2981	cleaver	1
2982	clemenc	31
2983	clement	24
2984	clergi	2
2985	cleric	3
2986	clerk	6
2987	cleveland	1
2988	clever	4
2989	cleverli	1
2990	click	2
2991	client	9
2992	cliffhang	1
2993	clifford	2
2994	clijster	11
2995	climact	1
2996	climat	3
2997	climatecontrol	1
2998	climax	4
2999	climb	22
3000	clime	1
3001	clinch	2
3002	cling	8
3003	clinic	8
3004	clink	1
3005	clinton	271
3006	clintonesqu	1
3007	clintongor	1
3008	clintonit	1
3009	clintonlazio	2
3010	clip	2
3011	clister	1
3012	cloak	1
3013	clock	8
3014	clod	1
3015	clodfelt	4
3016	clog	1
3017	cloister	1
3018	cloner	1
3019	closabl	1
3020	close	252
3021	closeddoor	6
3022	closeknit	1
3023	closemouth	1
3024	closer	29
3025	closest	32
3026	closet	1
3027	closeup	1
3028	closhg	1
3029	closur	7
3030	cloth	44
3031	cloud	21
3032	cloudless	1
3033	clout	4
3034	clown	1
3035	clton	1
3036	club	15
3037	clue	27
3038	clump	1
3039	clumsi	1
3040	clung	2
3041	cluster	4
3042	clutch	4
3043	clyde	1
3044	cmc	1
3045	cmdr	35
3046	cnn	49
3047	coach	15
3048	coachlight	8
3049	coal	31
3050	coalfir	1
3051	coalit	34
3052	coalitionbuild	1
3053	coalmin	1
3054	coast	106
3055	coastal	10
3056	coastlin	9
3057	coat	8
3058	coauthor	1
3059	coax	3
3060	cobar	1
3061	coburn	4
3062	coca	2
3063	cocain	8
3064	cochran	4
3065	cochranvil	1
3066	cock	6
3067	cocker	1
3068	cocktail	3
3069	coco	2
3070	cocoa	14
3071	cocodi	3
3072	code	7
3073	codefend	1
3074	codi	5
3075	codirector	1
3076	coercion	1
3077	coetzer	16
3078	coetzerhingi	2
3079	coexist	1
3080	coey	1
3081	coffe	25
3082	coffeepick	1
3083	coffeerel	1
3084	coffer	2
3085	coffield	1
3086	coffin	14
3087	cognac	1
3088	cohen	56
3089	coher	1
3090	cohes	3
3091	cohort	1
3092	coil	2
3093	coin	3
3094	coincid	6
3095	coincident	1
3096	cojustic	1
3097	coker	1
3098	coki	2
3099	col	18
3100	cold	43
3101	coldblood	1
3102	cole	290
3103	coleman	1
3104	coler	7
3105	colin	7
3106	colina	23
3107	collabor	3
3108	collag	1
3109	collaps	86
3110	collarpin	1
3111	collat	2
3112	colleagu	23
3113	collect	32
3114	collector	5
3115	colleg	34
3116	collegeag	1
3117	coller	4
3118	collid	7
3119	collin	2
3120	collis	20
3121	collus	1
3122	colo	9
3123	colobora	1
3124	colombia	10
3125	colombian	3
3126	colon	4
3127	coloni	20
3128	colonna	1
3129	color	13
3130	colorado	24
3131	columbia	14
3132	columbin	1
3133	column	7
3134	columnist	1
3135	comasagua	5
3136	comb	10
3137	combat	22
3138	combin	20
3139	combrat	1
3140	come	263
3141	comeback	17
3142	comedian	1
3143	comefrombehind	1
3144	comen	1
3145	comfort	25
3146	comic	1
3147	command	127
3148	commando	5
3149	commemor	7
3150	commenc	1
3151	commend	3
3152	comment	82
3153	commentari	5
3154	commerc	10
3155	commerci	38
3156	comminut	1
3157	commiss	93
3158	commissari	2
3159	commission	15
3160	commit	89
3161	committe	79
3162	commod	11
3163	common	36
3164	commonli	5
3165	commonsens	3
3166	commot	1
3167	commun	113
3168	communiqu	5
3169	communist	58
3170	communistrul	1
3171	communistrun	1
3172	communistturnedsocialist	1
3173	commut	20
3174	compact	1
3175	compani	76
3176	companion	4
3177	companionship	4
3178	compar	31
3179	comparison	9
3180	compart	38
3181	compass	5
3182	compassion	3
3183	compel	10
3184	compens	3
3185	compensatori	1
3186	compet	16
3187	competit	22
3188	competitor	2
3189	compil	4
3190	complac	4
3191	complain	40
3192	complaint	21
3193	complement	2
3194	complet	103
3195	complex	41
3196	compli	5
3197	complianc	2
3198	complic	31
3199	compliment	5
3200	compos	1
3201	composit	4
3202	composur	5
3203	compound	30
3204	comprehend	1
3205	comprehens	5
3206	compress	1
3207	compris	3
3208	compromis	15
3209	compuls	1
3210	comput	22
3211	computerlink	1
3212	comrad	7
3213	conceal	10
3214	conced	49
3215	conceiv	9
3216	concentr	20
3217	concept	7
